key_home,key_away,key_date,key_competition,key_referee,key_stadium,home_goals,away_goals,attendance
27,39,92,4,33,13,1,1,35200
44,42,92,4,32,27,1,1,16000
34,37,92,4,39,19,5,0,44700
31,29,92,4,30,16,4,2,39700
26,40,92,4,28,12,2,2,36200
32,43,92,4,35,17,1,1,28800
33,41,92,4,24,18,3,0,41700
30,36,93,4,34,,2,1,26900
28,25,94,4,25,14,0,1,23500
28,30,95,4,26,14,1,0,29000
44,39,95,4,31,27,0,0,16000
31,43,95,4,32,16,0,3,39600
40,27,95,4,24,23,2,1,25900
29,38,95,4,36,15,1,1,17100
33,26,95,4,25,18,2,1,41700
37,32,96,4,37,,1,1,26100
34,42,96,4,38,19,3,0,44900
36,35,96,4,33,21,1,0,60100
